INDEX	UUID	TYPE	STR	AG_A_TEXT	AG_A_LINKS	AG_A_STR	AG_B_TEXT	AG_B_LINKS	AG_B_STR	PMID	TEXT	IS_HYP	IS_DIRECT	CURATOR	CORRECT	NOTES	AG_A_IDS_CORRECT	AG_A_STATE_CORRECT	AG_B_IDS_CORRECT	AG_B_STATE_CORRECT	EVENT_CORRECT	RES_CORRECT	POS_CORRECT	SUBJ_ACT_CORRECT	OBJ_ACT_CORRECT	HYP_CORRECT	DIRECT_CORRECT
54	b57528d3-c730-4673-a898-2254cd24c59c	Complex	Complex(TGFA(), HGF())	TGFa	https://identifiers.org/uniprot/P01135, https://identifiers.org/hgnc/HGNC:11765	TGFA()	HGF	https://identifiers.org/uniprot/P14210, https://identifiers.org/hgnc/HGNC:4893	HGF()	20178463	Although the mechanism of interaction between HGF and c-Met and TGFa and EGFR remains unclear, the cross-talk and balance between those two signal pathways are critical and necessary in the development of new therapies for NSCLC.		TRUE	JAB	0	HGF interacts with c-Met and TGFa with EGFR, but not with each other											
55	d2b88ffa-aa06-4e7b-8ad5-32b1bb2f7b40	Activation	Activation(hCG(), SERPINF1())	hCG	https://identifiers.org/fplx/hCG	hCG()	PEDF	https://identifiers.org/uniprot/P36955, https://identifiers.org/hgnc/HGNC:8824	SERPINF1()	26308290	GnRH-a and hCG triggering inversely modulated PEDF mRNA and protein level in human granulosa cells in vivo.		FALSE	JAB	0	polarity (should be inhibitition)											
56	d2b88ffa-aa06-4e7b-8ad5-32b1bb2f7b40	Activation	Activation(hCG(), SERPINF1())	hCG	https://identifiers.org/fplx/hCG	hCG()	PEDF	https://identifiers.org/uniprot/P36955, https://identifiers.org/hgnc/HGNC:8824	SERPINF1()	26612427	The finding that hCG induced PEDF downregulation and VEGF upregulation are mediated by similar signaling cascades emphasizes the delicate regulation of ovarian angiogenesis.		FALSE	JAB	0	polarity (should be inhibitition)											
57	9500c9f3-be39-447d-a008-bf45d83bc8ae	Inhibition	Inhibition(KIF14(), Integrins())	KIF14	https://identifiers.org/uniprot/Q15058, https://identifiers.org/hgnc/HGNC:19181	KIF14()	integrin	https://identifiers.org/fplx/Integrins	Integrins()	23209302	KIF14 negatively regulates Rap1a signaling and inside-out integrin activation by tethering Radil on microtubules.		FALSE	JAB	1												
58	9500c9f3-be39-447d-a008-bf45d83bc8ae	Inhibition	Inhibition(KIF14(), Integrins())	KIF14	https://identifiers.org/uniprot/Q15058, https://identifiers.org/hgnc/HGNC:19181	KIF14()	integrin	https://identifiers.org/fplx/Integrins	Integrins()	23209302	The kinesin KIF14 associates with the PDZ domain of Radil and negatively regulates Rap1 mediated inside-out integrin activation by tethering Radil on microtubules.		FALSE	JAB	1												
59	826ad313-e56e-42a0-aef4-90c5897a9d02	Phosphorylation	Phosphorylation(SPG7(), AKT())	PGN	https://identifiers.org/uniprot/Q9UQ90, https://identifiers.org/hgnc/HGNC:11237	SPG7()	AKT	https://identifiers.org/fplx/AKT	AKT()	19635908	PGN increased the focal adhesion kinase (FAK), PI3K, and Akt phosphorylation.		FALSE	JAB	1												
60	826ad313-e56e-42a0-aef4-90c5897a9d02	Phosphorylation	Phosphorylation(SPG7(), AKT())	PGN	https://identifiers.org/uniprot/Q9UQ90, https://identifiers.org/hgnc/HGNC:11237	SPG7()	AKT	https://identifiers.org/fplx/AKT	AKT()	24586149	PGN and LTA induced phosphorylation of p38 MAPK, AKT and STAT3 in a time dependent manner in macrophages (XREF_FIG).		FALSE	JAB	1												
61	67238bfc-eb49-4462-8857-dd6f9fa3ab46	Inhibition	Inhibition(MIR101-1(), DUSP1())	miR-101	https://identifiers.org/mesh/C534072, https://identifiers.org/mirbase/MI0000103, https://identifiers.org/hgnc/HGNC:31488	MIR101-1()	DUSP1	https://identifiers.org/uniprot/P28562, https://identifiers.org/hgnc/HGNC:3064	DUSP1()	26158762	Next, we transfected the miR-101 inhibitor or negative control into M1 and M2 macrophage cells and stimulated with LPS, the results showed that inhibition of endogenous miR-101 expression resulted in up-regulation of DUSP1 mRNA and protein level in M2 cells, but M1 is not different (data not shown).		FALSE	JAB	1												
62	67238bfc-eb49-4462-8857-dd6f9fa3ab46	Inhibition	Inhibition(MIR101-1(), DUSP1())	miR-101	https://identifiers.org/mesh/C534072, https://identifiers.org/mirbase/MI0000103, https://identifiers.org/hgnc/HGNC:31488	MIR101-1()	DUSP1	https://identifiers.org/uniprot/P28562, https://identifiers.org/hgnc/HGNC:3064	DUSP1()	26158762	Because miR-101 expression is inhibited by sorafenib, repression of DUSP1 by miR-101 may be a general mechanism by which proinflammatory cytokine production is regulated by LPS.		FALSE	JAB	1												
63	5b3f6848-a711-4e6f-bffb-e59dfb5efef5	DecreaseAmount	DecreaseAmount(LGALS3(), GSK3B())	galectin-3	https://identifiers.org/uniprot/P17931, https://identifiers.org/hgnc/HGNC:6563	LGALS3()	GSK-3beta	https://identifiers.org/uniprot/P49841, https://identifiers.org/hgnc/HGNC:4617	GSK3B()	24303084	Knockdown of galectin-3 inhibits phosphorylation of GSK-3beta and increases GSK-3beta expression, which leads to beta-catenin phosphorylation and results in the degradation of beta-catenin by the proteasome [XREF_BIBR, XREF_BIBR, XREF_BIBR].		FALSE	JAB	1												
64	5b3f6848-a711-4e6f-bffb-e59dfb5efef5	DecreaseAmount	DecreaseAmount(LGALS3(), GSK3B())	galectin-3	https://identifiers.org/uniprot/P17931, https://identifiers.org/hgnc/HGNC:6563	LGALS3()	GSK-3beta	https://identifiers.org/uniprot/P49841, https://identifiers.org/hgnc/HGNC:4617	GSK3B()	24303084	Western blotting and real-time PCR results showed that galectin-3 silencing resulted in decreased levels of phospho-GSK-3beta at serine 9 and increased GSK-3beta and GSK-3alpha expression.		FALSE	JAB	1												
65	08f85837-c009-4e16-bf72-3f42d2740809	Activation	Activation(IL12(), ZNF202())	IL-12	https://identifiers.org/fplx/IL12	IL12()	zinc finger protein 202	https://identifiers.org/uniprot/O95125, https://identifiers.org/hgnc/HGNC:12994	ZNF202()	22498566	IL-18 and IL-12 also significantly increased zinc finger protein 202 (ZNF202) levels and IFN-gamma secretion.		FALSE	JAB	1	Should be IncreaseAmount											
66	08f85837-c009-4e16-bf72-3f42d2740809	Activation	Activation(IL12(), ZNF202())	IL-12	https://identifiers.org/fplx/IL12	IL12()	zinc finger protein 202	https://identifiers.org/uniprot/O95125, https://identifiers.org/hgnc/HGNC:12994	ZNF202()	22498566	IL-18 and IL-12 also significantly increased zinc finger protein 202 (ZNF202) levels and IFN-gamma secretion.		FALSE	JAB	1	BMG: I looked into this, and the sentence mentions "zinc finger protein (ZNF202)". From this, REACH gets two separate instances of ZNF202 with different Agent coordinates. Since the coordinate annotations are different, we consider these (as does REACH) as two separate pieces of evidence.											
67	abd9597d-2d45-4d18-a0e1-1c0d7f7f22e9	Activation	Activation(EGFR(), KEAP1())	epidermal growth factor receptor	https://identifiers.org/uniprot/P00533, https://identifiers.org/hgnc/HGNC:3236	EGFR()	Keap1	https://identifiers.org/uniprot/Q14145, https://identifiers.org/hgnc/HGNC:23177	KEAP1()	26904167	However, in our study, we found that Nrf2 and EGFR were activated in A549 cells expressing wild-type EGFR and lacking a functional Keap1 gene (i.e., having the mutation G333C in the Kelch domain), suggesting that Nrf2 could be activated in a Keap1 independent manner.		FALSE	JAB	0	No relation											
68	abd9597d-2d45-4d18-a0e1-1c0d7f7f22e9	Activation	Activation(EGFR(), KEAP1())	epidermal growth factor receptor	https://identifiers.org/uniprot/P00533, https://identifiers.org/hgnc/HGNC:3236	EGFR()	Keap1	https://identifiers.org/uniprot/Q14145, https://identifiers.org/hgnc/HGNC:23177	KEAP1()	25628777	Activation of Keap1 and Nrf2 signaling pathway by nuclear epidermal growth factor receptor in cancer cells.		FALSE	JAB	1												
69	9d148bbb-e024-4d9a-85e2-552292e7fdb9	Complex	Complex(SP3(), TSPO())	Sp3	https://identifiers.org/uniprot/Q02447, https://identifiers.org/hgnc/HGNC:11208	SP3()	TSPO	https://identifiers.org/uniprot/B1AH88, https://identifiers.org/hgnc/HGNC:1158	TSPO()	21958735	Sp1, Sp3, and Sp4 bind the endogenous TSPO promoter.		TRUE	JAB	0	"bind promoter": should be IncreaseAmount 											
70	9d148bbb-e024-4d9a-85e2-552292e7fdb9	Complex	Complex(SP3(), TSPO())	Sp3	https://identifiers.org/uniprot/Q02447, https://identifiers.org/hgnc/HGNC:11208	SP3()	TSPO	https://identifiers.org/uniprot/B1AH88, https://identifiers.org/hgnc/HGNC:1158	TSPO()	21958735	Data shown in XREF_FIG demonstrate that both Sp1 and Sp3 were bound to the endogenous TSPO promoter in both MDA-MB-231 and MCF-7 cells, whereas the IgG control reaction produced negative results.		TRUE	JAB	0	"bind promoter": should be IncreaseAmount 											
71	b7e6890d-632b-4549-8790-4352a914401f	Complex	Complex(NEK2(), PKM())	NEK2	https://identifiers.org/uniprot/P51955, https://identifiers.org/hgnc/HGNC:7745	NEK2()	PKM	https://identifiers.org/uniprot/P14618, https://identifiers.org/hgnc/HGNC:9021	PKM()	28086949	RIP shows that NEK2 binds to the intronic sequence flanking exon 9 of PKM pre-mRNA.		TRUE	JAB	0	Binds mRNA, not protein											
72	b7e6890d-632b-4549-8790-4352a914401f	Complex	Complex(NEK2(), PKM())	NEK2	https://identifiers.org/uniprot/P51955, https://identifiers.org/hgnc/HGNC:7745	NEK2()	PKM	https://identifiers.org/uniprot/P14618, https://identifiers.org/hgnc/HGNC:9021	PKM()	28086949	RNA immunoprecipitation (RIP) was performed to identify NEK2 binding to PKM pre-mRNA sequence.		TRUE	JAB	0	Binds mRNA, not protein											
73	1721ca99-ae89-4a1a-9038-ffcdb557e536	IncreaseAmount	IncreaseAmount(BRAF(muts: (None, None, None)), CDKN2A())	BRAF	https://identifiers.org/uniprot/P15056, https://identifiers.org/hgnc/HGNC:1097	BRAF(muts: (None, None, None))	p16INK4A	https://identifiers.org/uniprot/P42771, https://identifiers.org/hgnc/HGNC:1787	CDKN2A()	20140953	In cultured human melanocytes, mutant BRAF protein has been shown to induce cell senescence by increasing the expression of CDKN2A.		FALSE	JAB	1												
74	1721ca99-ae89-4a1a-9038-ffcdb557e536	IncreaseAmount	IncreaseAmount(BRAF(muts: (None, None, None)), CDKN2A())	BRAF	https://identifiers.org/uniprot/P15056, https://identifiers.org/hgnc/HGNC:1097	BRAF(muts: (None, None, None))	p16INK4A	https://identifiers.org/uniprot/P42771, https://identifiers.org/hgnc/HGNC:1787	CDKN2A()	18402768	It is worth noting that although mutant BRAF causes over-expression of p16INK4A in nevi, BRAF inhibition did not decease the expression of either endogenous p16INK4A in 624Mel cells retaining INK4A regulatory sequence (B, compare p16INK4A levels in control vs. siRNA lanes) or exogenous p16INK4A in A101D cells (C, compare p16INK4A levels in INK4A vs. siRNA-INK4A lanes).		FALSE	JAB	1												
75	f71bac31-875d-46e8-ba46-f4059507d1c2	Phosphorylation	Phosphorylation(CENPJ(), NFKBIA())	CPAP	https://identifiers.org/uniprot/Q9HC77, https://identifiers.org/hgnc/HGNC:17272	CENPJ()	IkappaBalpha	https://identifiers.org/uniprot/P25963, https://identifiers.org/hgnc/HGNC:7797	NFKBIA()	23369793	This suggested that CPAP mediated NF-kappaB activation by increasing the phosphorylation of IkappaBalpha and p65, but not the activation of IKK complexes.Next, the molecular mechanism by which CPAP participated in TNF-alpha-induced NF-kappaB activation was investigated.		FALSE	JAB	1												
76	f71bac31-875d-46e8-ba46-f4059507d1c2	Phosphorylation	Phosphorylation(CENPJ(), NFKBIA())	CPAP	https://identifiers.org/uniprot/Q9HC77, https://identifiers.org/hgnc/HGNC:17272	CENPJ()	IkappaBalpha	https://identifiers.org/uniprot/P25963, https://identifiers.org/hgnc/HGNC:7797	NFKBIA()	23369793	CPAP increases the phosphorylation of NF-kappaB and p65 and IkappaBalpha, and HBx promotes the degradation of IkappaBalpha and release of NF-kappaB and p65.		FALSE	JAB	1												
77	e17c11f0-e850-46e5-9464-d828bfdaba90	Complex	Complex(TBL1X(), CTBP1())	TBL1	https://identifiers.org/uniprot/O60907, https://identifiers.org/hgnc/HGNC:11585	TBL1X()	CtBP	https://identifiers.org/uniprot/Q13363, https://identifiers.org/hgnc/HGNC:2494	CTBP1()	18374649	However, the functional relevance of the cooperation between different corepressors and the molecular mechanisms used to control the dismissal of each player upon signal stimulation are still unclear.Here, we report an unexpected interaction between TBL1 and CtBP, and describe how both TBL1 and TBLR1 are required by a large number of regulated transcription factors to simultaneously overcome the repressive functions of the CtBP1/2 and NCoR and SMRT corepressor complexes, respectively, with TBL1 being specifically required to mediate ubiquitylation and degradation of CtBP.		TRUE	JAB	1												
78	e17c11f0-e850-46e5-9464-d828bfdaba90	Complex	Complex(TBL1X(), CTBP1())	TBL1	https://identifiers.org/uniprot/O60907, https://identifiers.org/hgnc/HGNC:11585	TBL1X()	CtBP	https://identifiers.org/uniprot/Q13363, https://identifiers.org/hgnc/HGNC:2494	CTBP1()	18374649	GST pull-down assay revealed direct interactions between TBL1 and CtBP, which were mapped to the WD40 domain of TBL1 and the C ' terminus of CtBP (B).		TRUE	JAB	1												
79	7511af0f-56ea-40f7-b6a5-b4437909856a	Complex	Complex(SELPLG(), FLOT1())	PSGL-1	https://identifiers.org/uniprot/Q14242, https://identifiers.org/hgnc/HGNC:10722	SELPLG()	flotillin-1	https://identifiers.org/uniprot/O75955, https://identifiers.org/hgnc/HGNC:3757	FLOT1()	19404397	Flotillin-1 and -2 associate with P-selectin glycoprotein ligand 1 (PSGL-1) in resting and in stimulated neutrophils as shown by colocalization and co-immunoprecipitation.		TRUE	JAB	1												
80	7511af0f-56ea-40f7-b6a5-b4437909856a	Complex	Complex(SELPLG(), FLOT1())	PSGL-1	https://identifiers.org/uniprot/Q14242, https://identifiers.org/hgnc/HGNC:10722	SELPLG()	flotillin-1	https://identifiers.org/uniprot/O75955, https://identifiers.org/hgnc/HGNC:3757	FLOT1()	19404397	Selective interaction of flotillin-1 and -2 with PSGL-1.		TRUE	JAB	1												
81	be37bb19-9504-45b7-9449-db809f273aa7	Translocation	Translocation(HOMER3(), None, synapse)	Homer3	https://identifiers.org/uniprot/Q9NSC5, https://identifiers.org/hgnc/HGNC:17514	HOMER3()				20693425	Homer3 is recruited to the immune synapse (IS) following TCR ligation, although the mechanisms regulating this subcellular localization are unknown.		FALSE	JAB	1												
82	be37bb19-9504-45b7-9449-db809f273aa7	Translocation	Translocation(HOMER3(), None, synapse)	Homer3	https://identifiers.org/uniprot/Q9NSC5, https://identifiers.org/hgnc/HGNC:17514	HOMER3()				20693425	Homer3 is recruited to the immune synapse (IS) following TCR ligation; however, the mechanisms regulating its subcellular localization are unknown.		FALSE	JAB	1	BMG: here too, immune synapse (IS) is picked up as two separate mentions of the location											
83	46e25d8b-b9ba-4a69-a1af-dac4c9612fa5	Activation	Activation(RNF20(), SMARCA5())	RNF20	https://identifiers.org/uniprot/Q5VTR2, https://identifiers.org/hgnc/HGNC:10062	RNF20()	SNF2h	https://identifiers.org/uniprot/O60264, https://identifiers.org/hgnc/HGNC:11101	SMARCA5()	25533843	These data provide direct evidence that RNF20 elicits SNF2H dependent nucleosome relaxation within heterochromatin.		FALSE	JAB	1												
84	46e25d8b-b9ba-4a69-a1af-dac4c9612fa5	Activation	Activation(RNF20(), SMARCA5())	RNF20	https://identifiers.org/uniprot/Q5VTR2, https://identifiers.org/hgnc/HGNC:10062	RNF20()	SNF2h	https://identifiers.org/uniprot/O60264, https://identifiers.org/hgnc/HGNC:11101	SMARCA5()	26308066	Consequently, RNF20 initiates the SNF2h dependent chromatin remodeling during DSB repair by a machinery similar to that of transcription, but independent of PAF1 [XREF_BIBR, XREF_BIBR].		FALSE	JAB	1												
85	3b6b93fc-dc18-4c1e-9b89-6ab0ffd85f1c	Activation	Activation(CAV(), CAV1())	caveolin	https://identifiers.org/fplx/CAV	CAV()	Cav1	https://identifiers.org/uniprot/Q03135, https://identifiers.org/hgnc/HGNC:1527	CAV1()	21423176	This included calpain-2 and components of both clathrin dependent (clathrin heavy chain-1, MDR :2.08; clathrin adapters Dab2, MDR :2.74 and numb, MDR :1.94) and caveolin mediated, clathrin independent pathways (caveolin-1, MDR :2.21; scaffolding proteins flotillin-1, MDR :12 and flotillin-2 MDR :1.48) (XREF_FIG).		FALSE	JAB	0	No relation											
86	3b6b93fc-dc18-4c1e-9b89-6ab0ffd85f1c	Activation	Activation(CAV(), CAV1())	caveolin	https://identifiers.org/fplx/CAV	CAV()	Cav1	https://identifiers.org/uniprot/Q03135, https://identifiers.org/hgnc/HGNC:1527	CAV1()	19546242	We next tested whether caveolin is necessary for recruitment of cavins to the plasma membrane using wild-type (WT) and Cav1 -/- immortalized mouse embryonic fibroblasts (iMEFs).		FALSE	JAB	0	No relation; also, hypothesis											
87	2b9e9a07-4677-4b59-9e87-3b5d94f97bb8	Activation	Activation(SP3(), PDPN())	Sp3	https://identifiers.org/uniprot/Q02447, https://identifiers.org/hgnc/HGNC:11208	SP3()	PDPN	https://identifiers.org/uniprot/Q86YL7, https://identifiers.org/hgnc/HGNC:29602	PDPN()	17343736	Podoplanin mRNA contents were clearly increased by overexpressed Sp1 and Sp3.		FALSE	JAB	1	Should be IncreaseAmount											
88	2b9e9a07-4677-4b59-9e87-3b5d94f97bb8	Activation	Activation(SP3(), PDPN())	Sp3	https://identifiers.org/uniprot/Q02447, https://identifiers.org/hgnc/HGNC:11208	SP3()	PDPN	https://identifiers.org/uniprot/Q86YL7, https://identifiers.org/hgnc/HGNC:29602	PDPN()	17343736	Sp3 stimulated the PDPN promoter in Saos-2 cells stronger than in MG63 cells, which can be explained through a more potent effect due to the lowered nuclear Sp3 amounts as seen from Western blotting.		FALSE	JAB	1	Should be IncreaseAmount											
89	e8e4c2d5-e335-4fe7-847f-1054b3428774	Phosphorylation	Phosphorylation(PKC(), GRM7())	PKC	https://identifiers.org/fplx/PKC	PKC()	mGLUR7	https://identifiers.org/uniprot/Q14831, https://identifiers.org/hgnc/HGNC:4599	GRM7()	10488094	We also show that the CaM binding domain of mGluR7 is phosphorylated by protein kinase C (PKC).		TRUE	JAB	1												
90	e8e4c2d5-e335-4fe7-847f-1054b3428774	Phosphorylation	Phosphorylation(PKC(), GRM7())	PKC	https://identifiers.org/fplx/PKC	PKC()	mGLUR7	https://identifiers.org/uniprot/Q14831, https://identifiers.org/hgnc/HGNC:4599	GRM7()	11007882	PICK1 interacts with and regulates PKC phosphorylation of mGLUR7.		TRUE	JAB	1												
91	933f0dd2-d925-41d0-8ba1-817739e12c25	Activation	Activation(ETF1(), MAP6())	eRF1	https://identifiers.org/uniprot/P62495, https://identifiers.org/hgnc/HGNC:3477	ETF1()	stop	https://identifiers.org/uniprot/Q96JE9, https://identifiers.org/hgnc/HGNC:6868	MAP6()	25735746	Following the release of eRF3, the binding of ABCE1 and Rli1 induces changes in the conformation of the eRF1 N domain allowing the stop codon to reach the P1 pocket, where the second and third nucleotides are decoded.		FALSE	JAB	0	"stop"											
92	933f0dd2-d925-41d0-8ba1-817739e12c25	Activation	Activation(ETF1(), MAP6())	eRF1	https://identifiers.org/uniprot/P62495, https://identifiers.org/hgnc/HGNC:3477	ETF1()	stop	https://identifiers.org/uniprot/Q96JE9, https://identifiers.org/hgnc/HGNC:6868	MAP6()	24486019	To further explore the specificity and generality of these results, we tested an independent stop codon reporter in an additional cell type : Jmjd4 or eRF1 siRNA in A549 cells also increased readthrough of a stop codon within a leaky termination sequence when using a beta-galactosidase : stop : firefly reporter.		FALSE	JAB	0	"stop"											
